"","CLLT_FP_PRNO","INCB_DVSN","ETRS_YM","FIRE_YM","BEFO_JOB","EDGB","BRCH_CODE","ETRS_YM_YEAR","FIRE_YM_YEAR"
"6658",24698,"R","199510","200703","기타","고졸",109,1995,2007
"6659",28749,"R","199810","200904","기타","#",121,1998,2009
"6660",2537,"R","200103","200607","기타","고졸",104,2001,2006
"6661",21097,"P","198802","999912","기타","고졸",59,1988,9999
"6662",3367,"P","200105","999912","기타","고졸",160,2001,9999
"6663",6612,"R","200309","200810","기타","고졸",32,2003,2008
"6664",8855,"R","200501","200811","무직","#",150,2005,2008
"6665",10404,"R","200602","200605","회사원","고졸",108,2006,2006
"6666",9623,"R","200507","201106","무직","#",44,2005,2011
"6667",3954,"R","200111","201003","보험관계인","대학졸",288,2001,2010
"6668",7583,"R","200404","200704","기타","#",142,2004,2007
"6669",2686,"P","200104","999912","기타","고졸",47,2001,9999
"6670",12742,"R","200710","201410","기타","#",259,2007,2014
"6671",16222,"R","201004","201311","기타","고졸",143,2010,2013
"6672",7861,"P","200405","999912","기타","#",25,2004,9999
"6673",5519,"R","200210","201307","보험관계인","대학졸",314,2002,2013
"6674",16651,"R","201008","201107","기타","전문대졸",90,2010,2011
"6675",16234,"R","201004","201102","기타","고졸",14,2010,2011
"6676",14641,"R","200902","201411","기타","대학졸",13,2009,2014
"6677",14036,"R","200808","201105","보험관계인","고졸",288,2008,2011
"6678",21023,"P","198805","999912","학생","#",55,1988,9999
"6679",17132,"R","201101","201108","기타","고졸",103,2011,2011
"6680",17180,"P","201101","999912","기타","고졸",269,2011,9999
"6681",17011,"R","201011","201501","기타","고졸",136,2010,2015
"6682",17412,"R","201104","201112","기타","#",121,2011,2011
"6683",16814,"R","201009","201111","기타","대학졸",84,2010,2011
"6684",17044,"P","201012","999912","기타","#",90,2010,9999
"6685",12875,"R","200711","201109","보험관계인","#",51,2007,2011
"6686",15956,"P","201002","999912","기타","#",141,2010,9999
"6687",27348,"P","199712","999912","기타","고졸",118,1997,9999
"6688",16313,"R","201004","201603","기타","고졸",86,2010,2016
"6689",17552,"P","201104","999912","기타","#",84,2011,9999
"6690",25782,"P","199609","999912","기타","고졸",160,1996,9999
"6691",21315,"P","198909","999912","기타","고졸",11,1989,9999
"6692",289,"P","200008","999912","기타","#",17,2000,9999
"6693",16621,"R","201007","201204","기타","고졸",64,2010,2012
"6694",16439,"P","201006","999912","기타","#",21,2010,9999
"6695",17996,"R","201110","201212","기타","고졸",305,2011,2012
"6696",17872,"R","201108","201112","기타","고졸",50,2011,2011
"6697",17390,"R","201104","201502","보험관계인","고졸",292,2011,2015
"6698",17793,"P","201107","999912","보험관계인","대학졸",308,2011,9999
"6699",12094,"P","200704","999912","기타","#",55,2007,9999
"6700",17084,"R","201012","201307","기타","#",145,2010,2013
"6701",8298,"P","200408","999912","기타","고졸",120,2004,9999
"6702",18460,"R","201205","201207","보험관계인","#",51,2012,2012
"6703",3067,"R","200104","201408","기타","#",103,2001,2014
"6704",18241,"R","201202","201503","기타","고졸",13,2012,2015
"6705",17803,"P","201108","999912","교육부문","전문대졸",143,2011,9999
"6706",18713,"R","201208","201309","금융부문","고졸",156,2012,2013
"6707",18772,"R","201209","201305","기타","#",154,2012,2013
"6708",7677,"P","200404","999912","기타","고졸",14,2004,9999
"6709",18073,"R","201111","201401","보험관계인","#",51,2011,2014
"6710",14034,"R","200808","201603","금융부문","고졸",158,2008,2016
"6711",15937,"R","201001","201312","기타","전문대졸",56,2010,2013
"6712",18377,"R","201204","201408","기타","대학졸",191,2012,2014
"6713",19202,"P","201303","999912","기타","#",80,2013,9999
"6714",21599,"P","199010","999912","기타","#",14,1990,9999
"6715",18353,"R","201203","201309","기타","대학졸",13,2012,2013
"6716",19195,"R","201303","201411","기타","고졸",17,2013,2014
"6717",18161,"P","201112","999912","보험관계인","고졸",291,2011,9999
"6718",12516,"P","200708","999912","기타","#",44,2007,9999
"6719",19248,"R","201304","201403","기타","#",319,2013,2014
"6720",19486,"R","201309","201410","기타","고졸",82,2013,2014
"6721",19487,"R","201309","201603","기타","#",84,2013,2016
"6722",18544,"P","201206","999912","기타","#",32,2012,9999
"6723",19626,"P","201312","999912","기타","#",13,2013,9999
"6724",19748,"R","201403","201507","기타","#",167,2014,2015
"6725",19741,"R","201403","201506","기타","#",11,2014,2015
"6726",19209,"R","201303","201410","기타","대학졸",78,2013,2014
"6727",19690,"P","201402","999912","기타","#",158,2014,9999
"6728",19911,"R","201408","201506","기타","#",80,2014,2015
"6729",19981,"R","201410","201601","기타","고졸",45,2014,2016
"6730",20055,"P","201501","999912","#","#",324,2015,9999
"6731",14964,"P","200905","999912","기타","고졸",82,2009,9999
"6732",20789,"R","198603","200604","기타","고졸",31,1986,2006
"6733",29194,"R","199801","199808","무직","고졸",148,1998,1998
"6734",24179,"R","199512","199807","기타","고졸",78,1995,1998
"6735",26073,"R","199711","199808","기타","고졸",52,1997,1998
"6736",26137,"R","199710","199806","기타","고졸",11,1997,1998
"6737",26948,"R","199711","199806","기타","고졸",116,1997,1998
"6738",23015,"R","199301","199810","기타","고졸",193,1993,1998
"6739",20335,"R","198302","200004","기타","고졸",16,1983,2000
"6740",25619,"R","199612","200210","사기업체","고졸",134,1996,2002
"6741",25328,"R","199611","200209","기타","#",86,1996,2002
"6742",22523,"R","199209","200603","기타","고졸",118,1992,2006
"6743",27449,"P","199802","999912","기타","고졸",75,1998,9999
"6744",20936,"R","198712","200105","기타","고졸",86,1987,2001
"6745",28604,"R","199805","199908","기타","고졸",84,1998,1999
"6746",22164,"R","199103","200112","기타","고졸",160,1991,2001
"6747",27294,"R","199711","199901","기타","고졸",74,1997,1999
"6748",27140,"R","199708","199903","무직","고졸",205,1997,1999
"6749",21031,"R","198805","200011","기타","고졸",129,1988,2000
"6750",27317,"R","199711","199910","기타","고졸",13,1997,1999
"6751",27814,"R","199806","199811","기타","고졸",129,1998,1998
"6752",29373,"R","199808","199904","무직","고졸",156,1998,1999
"6753",28264,"R","199804","200112","기타","고졸",61,1998,2001
"6754",28513,"R","199807","199811","기타","고졸",86,1998,1998
"6755",25695,"R","199608","200307","기타","고졸",148,1996,2003
"6756",20856,"R","198603","200010","기타","고졸",156,1986,2000
"6757",29124,"R","199807","200106","무직","고졸",160,1998,2001
"6758",25514,"R","199612","199912","기타","고졸",111,1996,1999
"6759",23400,"R","199407","200409","기타","고졸",13,1994,2004
"6760",26377,"R","199710","200310","기타","#",49,1997,2003
"6761",22365,"R","199207","200201","기타","고졸",49,1992,2002
"6762",23984,"R","199507","199811","기타","고졸",31,1995,1998
"6763",25996,"R","199708","200305","무직","고졸",55,1997,2003
"6764",28119,"R","199808","199902","기타","고졸",49,1998,1999
"6765",20341,"R","198302","200204","기타","#",167,1983,2002
"6766",21271,"R","198909","200211","학생","고졸",31,1989,2002
"6767",26647,"R","199706","200510","무직","고졸",88,1997,2005
"6768",27115,"R","199706","199909","무직","고졸",150,1997,1999
"6769",25103,"R","199611","200205","기타","고졸",14,1996,2002
"6770",28704,"R","199810","199903","무직","고졸",118,1998,1999
"6771",27382,"R","199712","200001","자유업","고졸",163,1997,2000
"6772",22229,"R","199112","200412","기타","고졸",125,1991,2004
"6773",31001,"R","199902","200003","기타","고졸",116,1999,2000
"6774",30046,"R","199903","199912","무직","고졸",23,1999,1999
"6775",27912,"R","199809","199912","무직","고졸",58,1998,1999
"6776",30585,"R","199903","199907","기타","고졸",82,1999,1999
"6777",28407,"R","199807","199912","기타","고졸",74,1998,1999
"6778",23426,"R","199407","199911","기타","고졸",56,1994,1999
"6779",28655,"R","199802","200204","기타","고졸",80,1998,2002
"6780",28166,"R","199811","199910","기타","고졸",29,1998,1999
"6781",22830,"R","199312","200209","기타","고졸",75,1993,2002
"6782",25873,"R","199610","199909","사기업체","고졸",141,1996,1999
"6783",31366,"R","199907","199912","무직","고졸",154,1999,1999
"6784",22598,"R","199203","200212","기타","고졸",160,1992,2002
"6785",30350,"R","199905","200208","기타","고졸",32,1999,2002
"6786",30037,"R","199906","200106","무직","대학졸",65,1999,2001
"6787",26286,"R","199710","200202","기타","전문대졸",14,1997,2002
"6788",30144,"R","199905","200210","보험관계인","고졸",46,1999,2002
"6789",26817,"R","199701","200311","기타","고졸",108,1997,2003
"6790",21615,"R","199004","200305","기타","전문대졸",3,1990,2003
"6791",22763,"R","199307","200312","기타","고졸",55,1993,2003
"6792",20697,"R","198108","200111","기타","고졸",108,1981,2001
"6793",30850,"R","199912","200003","기타","대학졸",113,1999,2000
"6794",29909,"R","199912","200011","기타","고졸",21,1999,2000
"6795",28277,"R","199810","200111","기타","고졸",61,1998,2001
"6796",31470,"R","199912","200003","보험관계인","고졸",58,1999,2000
"6797",554,"R","200001","200102","기타","고졸",17,2000,2001
"6798",20464,"R","198502","200201","기타","고졸",62,1985,2002
"6799",28741,"R","199809","200206","무직","고졸",122,1998,2002
"6800",2091,"R","200004","200008","기타","고졸",140,2000,2000
"6801",390,"R","200001","200009","기타","고졸",52,2000,2000
"6802",25228,"R","199603","200606","기타","고졸",107,1996,2006
"6803",1210,"R","200003","200202","기타","고졸",86,2000,2002
"6804",845,"R","200004","200008","기타","고졸",49,2000,2000
"6805",848,"R","200001","200010","기타","고졸",49,2000,2000
"6806",477,"R","200002","200301","기타","#",11,2000,2003
"6807",25078,"P","199605","999912","기타","#",78,1996,9999
"6808",30175,"R","199907","200305","기타","고졸",49,1999,2003
"6809",1337,"R","200005","200302","무직","고졸",84,2000,2003
"6810",1862,"R","200003","200102","무직","대학졸",167,2000,2001
"6811",22594,"R","199205","200410","기타","고졸",147,1992,2004
"6812",23229,"P","199306","999912","기타","고졸",303,1993,9999
"6813",30607,"R","199904","200303","무직","고졸",88,1999,2003
"6814",748,"R","200010","200109","기타","고졸",64,2000,2001
"6815",861,"R","200010","200103","기타","고졸",49,2000,2001
"6816",30239,"R","199910","200109","무직","고졸",99999999,1999,2001
"6817",173,"R","200001","200205","기타","고졸",204,2000,2002
"6818",617,"R","200012","200103","기타","고졸",13,2000,2001
"6819",28141,"R","199810","200111","기타","고졸",127,1998,2001
"6820",24450,"R","199509","200103","기타","고졸",122,1995,2001
"6821",30187,"R","199903","200106","무직","고졸",50,1999,2001
"6822",212,"R","200011","200104","기타","#",75,2000,2001
"6823",22257,"R","199202","200111","기타","고졸",75,1992,2001
"6824",21873,"R","199111","200503","기타","대학졸",75,1991,2005
"6825",25779,"R","199608","200304","기타","고졸",140,1996,2003
"6826",2222,"R","200101","200408","보험관계인","고졸",204,2001,2004
"6827",2966,"R","200102","200401","무직","고졸",188,2001,2004
"6828",3031,"R","200103","200111","기타","고졸",122,2001,2001
"6829",31432,"R","199907","200112","무직","고졸",38,1999,2001
"6830",1874,"R","200010","200108","무직","고졸",148,2000,2001
"6831",26371,"R","199702","200509","기타","고졸",46,1997,2005
"6832",20976,"R","198703","200603","기타","고졸",167,1987,2006
"6833",25909,"R","199612","200111","기타","고졸",146,1996,2001
"6834",320,"R","200002","200611","무직","고졸",38,2000,2006
"6835",624,"R","200005","200203","기타","대학졸",13,2000,2002
"6836",21220,"R","198801","200207","기타","고졸",158,1988,2002
"6837",3240,"R","200108","200401","기타","고졸",116,2001,2004
"6838",2872,"R","200102","200202","기타","#",86,2001,2002
"6839",3489,"R","200104","200202","기타","고졸",154,2001,2002
"6840",23249,"R","199310","200201","기타","고졸",44,1993,2002
"6841",2015,"R","200002","200303","기타","고졸",154,2000,2003
"6842",4691,"R","200201","200210","기타","고졸",100,2002,2002
"6843",4569,"R","200201","200209","기타","고졸",88,2002,2002
"6844",30588,"R","199911","200308","기타","고졸",82,1999,2003
"6845",23459,"R","199401","200310","기타","고졸",64,1994,2003
"6846",2387,"R","200104","200408","기타","고졸",129,2001,2004
"6847",3936,"R","200111","200311","보험관계인","고졸",141,2001,2003
"6848",3863,"R","200112","200207","보험관계인","고졸",220,2001,2002
"6849",4195,"R","200203","200210","무직","고졸",13,2002,2002
"6850",1606,"R","200005","200412","기타","고졸",100,2000,2004
"6851",1646,"R","200002","200408","무직","고졸",134,2000,2004
"6852",24271,"R","199504","201403","기타","고졸",32,1995,2014
"6853",20724,"R","198203","200503","기타","고졸",160,1982,2005
"6854",4293,"R","200201","200207","무직","고졸",38,2002,2002
"6855",4787,"R","200204","200507","기타","고졸",134,2002,2005
"6856",4564,"R","200209","200307","기타","고졸",88,2002,2003
"6857",3930,"R","200111","201002","보험관계인","대학졸",286,2001,2010
"6858",21751,"R","199003","200605","기타","고졸",106,1990,2006
"6859",5944,"R","200302","200310","기타","#",122,2003,2003
"6860",3926,"R","200111","200812","보험관계인","고졸",246,2001,2008
"6861",7539,"R","200403","200505","기타","#",106,2004,2005
"6862",231,"R","200001","200802","기타","고졸",75,2000,2008
"6863",4002,"R","200104","200501","보험관계인","고졸",171,2001,2005
"6864",25363,"P","199605","999912","기타","#",84,1996,9999
"6865",4921,"R","200212","200507","기타","#",150,2002,2005
"6866",6218,"R","200306","200803","보험관계인","고졸",171,2003,2008
"6867",5086,"R","200210","200609","기타","고졸",97,2002,2006
"6868",6250,"R","200307","200403","기타","고졸",86,2003,2004
"6869",24214,"R","199503","200710","기타","고졸",59,1995,2007
"6870",27280,"R","199710","201309","기타","고졸",158,1997,2013
"6871",4829,"R","200212","200705","무직","고졸",141,2002,2007
"6872",4211,"R","200208","200401","기타","대학졸",65,2002,2004
"6873",6363,"R","200308","200702","기타","#",56,2003,2007
"6874",26805,"R","199705","201209","기타","고졸",113,1997,2012
"6875",4278,"R","200209","200507","기타","고졸",62,2002,2005
"6876",5671,"R","200304","201001","기타","고졸",124,2003,2010
"6877",20610,"P","197902","999912","기타","#",86,1979,9999
"6878",20669,"P","198111","999912","기타","#",16,1981,9999
"6879",5115,"R","200208","201001","보험관계인","고졸",288,2002,2010
"6880",5636,"R","200306","200409","기타","#",204,2003,2004
"6881",6834,"R","200311","200403","기타","#",163,2003,2004
"6882",20887,"R","198707","200902","기타","중졸",17,1987,2009
"6883",6500,"R","200308","200412","보험관계인","고졸",62,2003,2004
"6884",6856,"R","200311","200404","기타","대학졸",165,2003,2004
"6885",31232,"P","199903","999912","무직","고졸",167,1999,9999
"6886",21498,"R","198912","200810","기타","고졸",156,1989,2008
"6887",7292,"R","200401","200406","기타","#",29,2004,2004
"6888",5473,"R","200208","200807","보험관계인","고졸",238,2002,2008
"6889",4790,"R","200211","200608","기타","고졸",134,2002,2006
"6890",6980,"R","200312","200409","기타","고졸",158,2003,2004
"6891",6006,"R","200305","200905","무직","#",116,2003,2009
"6892",2198,"R","200006","200610","기타","전문대졸",171,2000,2006
"6893",24505,"R","199505","200507","기타","고졸",106,1995,2005
"6894",6107,"R","200302","200505","기타","고졸",156,2003,2005
"6895",2350,"R","200104","201007","보험관계인","고졸",25,2001,2010
"6896",29673,"P","199912","999912","기타","고졸",19,1999,9999
"6897",7793,"R","200405","200805","자유업","#",106,2004,2008
"6898",7236,"R","200401","200409","무직","고졸",165,2004,2004
"6899",8013,"R","200406","200410","기타","#",24,2004,2004
"6900",4852,"R","200204","200503","기타","고졸",160,2002,2005
"6901",28493,"R","199811","201008","기타","#",155,1998,2010
"6902",770,"R","200001","200502","무직","고졸",120,2000,2005
"6903",26517,"R","199708","200609","기타","고졸",42,1997,2006
"6904",25023,"P","199611","999912","기타","#",42,1996,9999
"6905",8247,"R","200408","200505","기타","#",24,2004,2005
"6906",8504,"R","200409","200507","회사원","대학졸",158,2004,2005
"6907",8400,"R","200409","200611","기타","#",82,2004,2006
"6908",27430,"R","199810","200411","기타","고졸",25,1998,2004
"6909",27022,"R","199706","200608","기타","고졸",136,1997,2006
"6910",6113,"R","200305","200509","기타","고졸",140,2003,2005
"6911",24682,"P","199512","999912","기타","고졸",160,1995,9999
"6912",30465,"R","199905","200512","무직","고졸",44,1999,2005
"6913",7588,"R","200404","200507","기타","#",38,2004,2005
"6914",8201,"R","200408","200701","기타","고졸",75,2004,2007
"6915",1446,"R","200006","200707","기타","고졸",103,2000,2007
"6916",24235,"R","199504","200808","기타","고졸",47,1995,2008
"6917",22573,"R","199201","200902","기타","고졸",146,1992,2009
"6918",8215,"R","200408","200511","기타","#",24,2004,2005
"6919",29174,"P","199806","999912","기타","고졸",167,1998,9999
"6920",21827,"R","199011","200605","기타","고졸",125,1990,2006
"6921",3826,"R","200111","200903","보험관계인","#",238,2001,2009
"6922",7575,"R","200404","200604","기타","대학졸",90,2004,2006
"6923",8513,"R","200409","201412","자유업","고졸",59,2004,2014
"6924",8874,"P","200501","999912","기타","고졸",158,2005,9999
"6925",8972,"R","200502","200507","보험관계인","대학졸",41,2005,2005
"6926",1232,"R","200003","200805","기타","고졸",86,2000,2008
"6927",8419,"P","200409","999912","무직","#",14,2004,9999
"6928",9101,"R","200503","201601","기타","고졸",75,2005,2016
"6929",20900,"R","198706","200801","기타","고졸",32,1987,2008
"6930",8395,"R","200409","200802","기타","#",23,2004,2008
"6931",22560,"R","199209","200802","기타","고졸",116,1992,2008
"6932",30497,"P","199911","999912","무직","#",90,1999,9999
"6933",8788,"R","200412","200506","기타","#",121,2004,2005
"6934",5311,"R","200202","201001","보험관계인","#",277,2002,2010
"6935",6692,"R","200310","201004","기타","#",16,2003,2010
"6936",22162,"P","199109","999912","기타","고졸",160,1991,9999
"6937",24546,"R","199506","200906","기타","#",145,1995,2009
"6938",8369,"R","200408","200606","보험관계인","고졸",85,2004,2006
"6939",1338,"R","200009","201301","무직","대학졸",84,2000,2013
"6940",5197,"R","200202","201104","보험관계인","고졸",268,2002,2011
"6941",9048,"R","200502","200706","보험관계인","고졸",77,2005,2007
"6942",9533,"R","200506","200604","기타","#",99,2005,2006
"6943",30271,"R","199912","200611","기타","고졸",47,1999,2006
"6944",1569,"R","200009","200610","기타","고졸",128,2000,2006
"6945",22559,"R","199211","200909","사기업체","고졸",146,1992,2009
"6946",9091,"R","200503","200609","기타","#",19,2005,2006
"6947",9464,"R","200506","200902","기타","고졸",156,2005,2009
"6948",9903,"R","200510","200604","일반기업","고졸",125,2005,2006
"6949",9035,"R","200502","200902","기타","고졸",88,2005,2009
"6950",9741,"R","200508","200706","기타","대학졸",123,2005,2007
"6951",12446,"R","200707","200904","기타","대학졸",59,2007,2009
"6952",9620,"R","200507","200812","무직","#",256,2005,2008
"6953",14223,"R","200810","201109","기타","고졸",38,2008,2011
"6954",14159,"R","200809","200907","금융부문","고졸",163,2008,2009
"6955",12263,"P","200705","999912","기타","#",121,2007,9999
"6956",14232,"P","200810","999912","기타","#",44,2008,9999
"6957",13821,"R","200807","201008","기타","고졸",106,2008,2010
"6958",14053,"R","200809","201103","기타","고졸",286,2008,2011
"6959",14090,"P","200809","999912","기타","대학졸",37,2008,9999
"6960",13503,"P","200804","999912","기타","대학졸",16,2008,9999
"6961",12512,"R","200708","200907","기타","고졸",59,2007,2009
"6962",12476,"R","200707","201003","보험관계인","고졸",288,2007,2010
"6963",9676,"R","200508","201411","일반기업","대학졸",143,2005,2014
"6964",13150,"R","200801","201001","영업직(판","고졸",29,2008,2010
"6965",11837,"R","200701","201003","보험관계인","#",291,2007,2010
"6966",14998,"R","200905","201601","기타","고졸",16,2009,2016
"6967",15485,"R","200909","201010","기타","대학졸",146,2009,2010
"6968",23720,"R","199408","201406","기타","#",100,1994,2014
"6969",14782,"P","200903","999912","기타","고졸",37,2009,9999
"6970",14874,"P","200904","999912","기타","대학졸",145,2009,9999
"6971",12969,"R","200712","201306","회사원","전문대졸",191,2007,2013
"6972",14533,"R","200901","201106","기타","대학졸",167,2009,2011
"6973",15742,"R","200911","201011","기타","고졸",167,2009,2010
"6974",13160,"R","200802","201112","의료부문","#",37,2008,2011
"6975",14201,"R","200810","201010","기타","대학졸",69,2008,2010
"6976",15852,"R","200912","201205","보험관계인","#",263,2009,2012
"6977",15050,"R","200905","201204","기타","고졸",84,2009,2012
"6978",15832,"R","200912","201010","기타","고졸",154,2009,2010
"6979",15404,"R","200909","201107","기타","대학졸",116,2009,2011
"6980",14794,"R","200903","201006","보험관계인","대학졸",110,2009,2010
"6981",6238,"P","200307","999912","무직","고졸",86,2003,9999
"6982",15717,"R","200911","201110","보험관계인","#",289,2009,2011
"6983",16172,"P","201003","999912","보험관계인","고졸",269,2010,9999
"6984",15754,"R","200912","201104","기타","#",279,2009,2011
"6985",14710,"P","200903","999912","기타","#",56,2009,9999
"6986",16502,"R","201006","201108","기타","고졸",42,2010,2011
"6987",14711,"R","200903","201508","기타","대학졸",42,2009,2015
"6988",22925,"P","199305","999912","기타","#",120,1993,9999
"6989",16461,"R","201006","201212","기타","고졸",50,2010,2012
"6990",16228,"R","201004","201508","영업직(판","고졸",120,2010,2015
"6991",16885,"P","201010","999912","기타","고졸",47,2010,9999
"6992",16682,"R","201008","201111","기타","#",111,2010,2011
"6993",11553,"R","200611","201202","기타","전문대졸",17,2006,2012
"6994",16440,"R","201006","201203","기타","고졸",29,2010,2012
"6995",17050,"R","201012","201405","기타","#",113,2010,2014
"6996",16583,"R","201007","201407","기타","고졸",32,2010,2014
"6997",17117,"R","201101","201210","기타","#",69,2011,2012
"6998",17322,"R","201103","201407","기타","고졸",84,2011,2014
"6999",11650,"R","200612","201209","기타","고졸",78,2006,2012
"7000",9127,"R","200503","201501","기타","#",57,2005,2015
"7001",17435,"R","201104","201110","기타","#",59,2011,2011
"7002",16626,"P","201007","999912","기타","#",120,2010,9999
"7003",17388,"P","201104","999912","기타","고졸",84,2011,9999
"7004",17415,"R","201104","201112","기타","#",90,2011,2011
"7005",17769,"R","201107","201110","보험관계인","#",262,2011,2011
"7006",16889,"R","201010","201308","기타","대학졸",141,2010,2013
"7007",10435,"R","200602","201302","무직","#",88,2006,2013
"7008",17058,"R","201012","201205","보험관계인","대학졸",51,2010,2012
"7009",16314,"P","201004","999912","기타","고졸",145,2010,9999
"7010",18099,"R","201111","201401","기타","고졸",118,2011,2014
"7011",16040,"P","201002","999912","보험관계인","고졸",269,2010,9999
"7012",18217,"R","201201","201410","기타","고졸",160,2012,2014
"7013",18069,"R","201111","201210","보험관계인","#",51,2011,2012
"7014",13320,"P","200803","999912","기타","#",141,2008,9999
"7015",19012,"R","201212","201309","보험관계인","#",51,2012,2013
"7016",18722,"R","201209","201606","기타","전문대졸",156,2012,2016
"7017",17513,"P","201104","999912","보험관계인","고졸",265,2011,9999
"7018",18330,"R","201203","201404","기타","대학졸",167,2012,2014
"7019",18232,"P","201202","999912","기타","#",88,2012,9999
"7020",18278,"P","201202","999912","보험관계인","#",284,2012,9999
"7021",19311,"R","201305","201509","기타","#",32,2013,2015
"7022",18007,"R","201110","201410","기타","전문대졸",42,2011,2014
"7023",25844,"R","199606","201409","기타","고졸",37,1996,2014
"7024",14812,"P","200903","999912","기타","고졸",158,2009,9999
"7025",14922,"P","200904","999912","기타","고졸",80,2009,9999
"7026",13906,"R","200807","201412","영업직(판","#",32,2008,2014
"7027",17059,"P","201012","999912","기타","고졸",116,2010,9999
"7028",17002,"P","201011","999912","보험관계인","대학졸",170,2010,9999
"7029",19649,"P","201401","999912","보험관계인","고졸",307,2014,9999
"7030",18513,"P","201205","999912","보험관계인","고졸",265,2012,9999
"7031",19333,"P","201305","999912","기타","#",84,2013,9999
"7032",17492,"P","201104","999912","보험관계인","고졸",289,2011,9999
"7033",19967,"P","201410","999912","기타","#",47,2014,9999
"7034",19828,"P","201405","999912","기타","#",75,2014,9999
"7035",19927,"R","201408","201601","기타","#",37,2014,2016
"7036",19960,"P","201409","999912","기타","#",156,2014,9999
"7037",17184,"R","201101","201605","기타","#",318,2011,2016
"7038",20033,"P","201501","999912","회사원","대학졸",191,2015,9999
"7039",20064,"P","201501","999912","#","고졸",51,2015,9999
"7040",14483,"P","200812","999912","금융부문","#",49,2008,9999
"7041",19560,"P","201310","999912","보험관계인","#",265,2013,9999
"7042",20225,"P","201507","999912","보험관계인","#",263,2015,9999
"7043",20316,"P","201602","999912","보험관계인","#",51,2016,9999
"7044",20293,"P","201512","999912","보험관계인","#",51,2015,9999
"7045",20291,"P","201512","999912","기타","#",45,2015,9999
"7046",25625,"R","199610","200004","기타","고졸",160,1996,2000
"7047",24594,"R","199505","200206","사기업체","고졸",141,1995,2002
"7048",23128,"R","199311","199912","기타","고졸",141,1993,1999
"7049",22953,"R","199308","200806","사기업체","고졸",155,1993,2008
"7050",27171,"R","199709","199901","기타","고졸",158,1997,1999
"7051",25162,"R","199608","200206","기타","고졸",29,1996,2002
"7052",26166,"R","199711","199811","회사원","고졸",129,1997,1998
"7053",29233,"R","199802","199806","기타","고졸",205,1998,1998
"7054",27617,"R","199802","199806","기타","고졸",19,1998,1998
"7055",26379,"R","199702","199806","기타","고졸",49,1997,1998
"7056",28368,"R","199802","199806","기타","고졸",61,1998,1998
"7057",25943,"R","199710","199912","기타","고졸",75,1997,1999
"7058",25768,"R","199608","200202","기타","고졸",143,1996,2002
"7059",27822,"R","199801","200010","기타","고졸",25,1998,2000
"7060",27079,"R","199710","200002","기타","고졸",165,1997,2000
"7061",27799,"R","199803","199808","무직","고졸",17,1998,1998
"7062",28266,"R","199806","199905","기타","고졸",61,1998,1999
"7063",24769,"R","199511","199911","기타","고졸",65,1995,1999
"7064",26804,"R","199711","199903","기타","#",113,1997,1999
"7065",27470,"R","199804","199812","기타","고졸",124,1998,1998
"7066",25869,"R","199608","200203","기타","고졸",148,1996,2002
"7067",27833,"R","199808","200310","기타","고졸",17,1998,2003
"7068",23692,"R","199406","200202","기타","고졸",108,1994,2002
"7069",27565,"R","199802","200310","기타","고졸",62,1998,2003
"7070",27979,"R","199806","200007","기타","고졸",99999999,1998,2000
"7071",23198,"R","199312","200702","기타","고졸",109,1993,2007
"7072",23678,"R","199406","199911","기타","고졸",122,1994,1999
"7073",27574,"R","199810","199902","기타","고졸",62,1998,1999
"7074",26617,"R","199707","200310","기타","고졸",86,1997,2003
"7075",20863,"R","198611","200207","기타","고졸",29,1986,2002
"7076",31338,"R","199901","199907","기타","고졸",125,1999,1999
"7077",28317,"R","199811","200511","기타","고졸",32,1998,2005
"7078",21116,"P","198812","999912","기타","고졸",47,1988,9999
"7079",24245,"R","199504","199912","기타","고졸",59,1995,1999
"7080",24338,"R","199510","200202","기타","고졸",44,1995,2002
"7081",25602,"R","199608","199906","기타","고졸",141,1996,1999
"7082",21906,"R","199111","200604","기타","#",124,1991,2006
"7083",22565,"R","199212","200601","기타","#",146,1992,2006
"7084",29161,"R","199810","199907","무직","고졸",150,1998,1999
"7085",29269,"R","199807","200402","무직","고졸",158,1998,2004
"7086",24111,"R","199509","200001","기타","#",49,1995,2000
"7087",24460,"R","199505","200707","기타","#",103,1995,2007
"7088",22595,"R","199210","200111","사기업체","고졸",99999999,1992,2001
"7089",21244,"R","198810","200206","학생","고졸",129,1988,2002
"7090",30931,"R","199904","199910","기타","고졸",111,1999,1999
"7091",21081,"R","198809","200111","기타","고졸",49,1988,2001
"7092",24528,"R","199508","200104","기타","고졸",111,1995,2001
"7093",27495,"R","199812","200105","기타","고졸",55,1998,2001
"7094",23037,"R","199306","200006","기타","고졸",122,1993,2000
"7095",24752,"R","199501","200102","기타","고졸",156,1995,2001
"7096",31138,"R","199906","199912","무직","고졸",160,1999,1999
"7097",21223,"R","198807","200501","기타","고졸",8,1988,2005
"7098",25404,"R","199602","200108","기타","고졸",193,1996,2001
"7099",21053,"R","198805","200611","기타","고졸",117,1988,2006
"7100",23284,"R","199408","200202","기타","고졸",75,1994,2002
"7101",20673,"R","198102","200111","기타","대학원졸",17,1981,2001
"7102",30834,"R","199904","200109","기타","고졸",113,1999,2001
"7103",28209,"R","199811","200107","기타","고졸",47,1998,2001
"7104",28461,"R","199806","200201","무직","고졸",44,1998,2002
"7105",29834,"R","199905","200004","기타","고졸",17,1999,2000
